,userId,recommendations
12,85,"[Row(movieId=932, rating=6.559165954589844), Row(movieId=3022, rating=6.342609405517578), Row(movieId=1172, rating=5.854705810546875), Row(movieId=1251, rating=5.851174354553223), Row(movieId=4649, rating=5.81392240524292)]"
13,137,"[Row(movieId=3503, rating=5.962703227996826), Row(movieId=928, rating=5.715574264526367), Row(movieId=47997, rating=5.623455047607422), Row(movieId=7121, rating=5.3614277839660645), Row(movieId=674, rating=5.33290958404541)]"
14,65,"[Row(movieId=102481, rating=6.064158916473389), Row(movieId=2249, rating=6.0370683670043945), Row(movieId=54190, rating=6.002935409545898), Row(movieId=80693, rating=5.993480205535889), Row(movieId=728, rating=5.895166397094727)]"
15,458,"[Row(movieId=158783, rating=10.559103012084961), Row(movieId=89904, rating=10.087746620178223), Row(movieId=7149, rating=9.923943519592285), Row(movieId=1237, rating=9.760490417480469), Row(movieId=1227, rating=9.732073783874512)]"
16,481,"[Row(movieId=3035, rating=6.785892486572266), Row(movieId=89904, rating=6.565618515014648), Row(movieId=1250, rating=6.457498073577881), Row(movieId=3022, rating=6.215005874633789), Row(movieId=1952, rating=6.195766448974609)]"
17,53,"[Row(movieId=48322, rating=9.10601806640625), Row(movieId=86377, rating=8.809197425842285), Row(movieId=103984, rating=8.412705421447754), Row(movieId=724, rating=8.026162147521973), Row(movieId=25771, rating=7.783414363861084)]"
18,255,"[Row(movieId=3688, rating=10.110042572021484), Row(movieId=4396, rating=9.285370826721191), Row(movieId=2423, rating=7.9398064613342285), Row(movieId=2301, rating=7.8686041831970215), Row(movieId=4799, rating=7.606379508972168)]"
19,588,"[Row(movieId=89904, rating=8.367396354675293), Row(movieId=6993, rating=8.083471298217773), Row(movieId=1952, rating=7.9881157875061035), Row(movieId=3030, rating=7.9136199951171875), Row(movieId=446, rating=7.7556538581848145)]"
20,472,"[Row(movieId=48322, rating=18.531246185302734), Row(movieId=5785, rating=15.413466453552246), Row(movieId=1194, rating=15.336679458618164), Row(movieId=2672, rating=13.491168975830078), Row(movieId=85774, rating=13.244277000427246)]"
21,133,"[Row(movieId=535, rating=9.004057884216309), Row(movieId=3030, rating=7.949588775634766), Row(movieId=89904, rating=7.641780853271484), Row(movieId=1256, rating=7.506071090698242), Row(movieId=194, rating=7.505589485168457)]"
22,296,"[Row(movieId=1014, rating=12.000614166259766), Row(movieId=46965, rating=11.962383270263672), Row(movieId=3566, rating=11.078960418701172), Row(movieId=82, rating=10.990904808044434), Row(movieId=78105, rating=10.303235054016113)]"
23,322,"[Row(movieId=3477, rating=7.639162063598633), Row(movieId=1014, rating=7.596900939941406), Row(movieId=1379, rating=7.575899600982666), Row(movieId=1658, rating=7.364605903625488), Row(movieId=3638, rating=7.259409427642822)]"
24,513,"[Row(movieId=38388, rating=9.329010009765625), Row(movieId=102903, rating=8.181475639343262), Row(movieId=2709, rating=8.112199783325195), Row(movieId=125, rating=7.834072113037109), Row(movieId=2730, rating=7.82351016998291)]"
25,78,"[Row(movieId=1379, rating=7.365697860717773), Row(movieId=103984, rating=6.978268623352051), Row(movieId=3273, rating=6.867299556732178), Row(movieId=133419, rating=6.83207893371582), Row(movieId=47997, rating=6.831950664520264)]"
26,321,"[Row(movieId=1237, rating=7.825586318969727), Row(movieId=55290, rating=7.7659196853637695), Row(movieId=3266, rating=7.719199180603027), Row(movieId=1464, rating=7.614004135131836), Row(movieId=851, rating=7.502256870269775)]"
27,362,"[Row(movieId=3503, rating=6.258294105529785), Row(movieId=47997, rating=5.879416465759277), Row(movieId=89904, rating=5.556949615478516), Row(movieId=3334, rating=5.537696838378906), Row(movieId=5747, rating=5.472513675689697)]"
28,593,"[Row(movieId=125, rating=8.736495971679688), Row(movieId=4248, rating=8.420123100280762), Row(movieId=535, rating=8.38602352142334), Row(movieId=3503, rating=8.35246753692627), Row(movieId=3099, rating=7.690637111663818)]"
29,375,"[Row(movieId=417, rating=11.036417007446289), Row(movieId=2318, rating=10.034399032592773), Row(movieId=3812, rating=10.000266075134277), Row(movieId=7008, rating=9.712180137634277), Row(movieId=1295, rating=9.71044921875)]"
30,597,"[Row(movieId=945, rating=7.066085338592529), Row(movieId=4334, rating=6.2516913414001465), Row(movieId=3503, rating=6.164495468139648), Row(movieId=940, rating=6.09124231338501), Row(movieId=4914, rating=6.060202121734619)]"
31,155,"[Row(movieId=125, rating=9.668577194213867), Row(movieId=27611, rating=9.260430335998535), Row(movieId=67695, rating=8.301518440246582), Row(movieId=135887, rating=8.273153305053711), Row(movieId=54004, rating=8.271024703979492)]"
32,108,"[Row(movieId=3477, rating=7.322751522064209), Row(movieId=2290, rating=6.731924057006836), Row(movieId=8796, rating=6.727351665496826), Row(movieId=1658, rating=6.597314357757568), Row(movieId=26133, rating=6.516002178192139)]"
33,530,"[Row(movieId=3594, rating=10.480216026306152), Row(movieId=3155, rating=9.491336822509766), Row(movieId=4450, rating=9.32302188873291), Row(movieId=5135, rating=8.530891418457031), Row(movieId=232, rating=8.190556526184082)]"
34,211,"[Row(movieId=1226, rating=5.9288249015808105), Row(movieId=3200, rating=5.832369804382324), Row(movieId=3503, rating=5.815866470336914), Row(movieId=4649, rating=5.779805660247803), Row(movieId=2072, rating=5.697526931762695)]"
35,193,"[Row(movieId=3358, rating=7.926023006439209), Row(movieId=4002, rating=7.366849422454834), Row(movieId=5666, rating=7.249171257019043), Row(movieId=2583, rating=7.241402626037598), Row(movieId=522, rating=7.066669464111328)]"
36,34,"[Row(movieId=134170, rating=9.485130310058594), Row(movieId=8965, rating=9.25011920928955), Row(movieId=54256, rating=9.086275100708008), Row(movieId=5621, rating=9.019083023071289), Row(movieId=2772, rating=8.659138679504395)]"
37,368,"[Row(movieId=1178, rating=4.6302971839904785), Row(movieId=56145, rating=4.546866416931152), Row(movieId=8370, rating=4.503520965576172), Row(movieId=4427, rating=4.491976737976074), Row(movieId=3676, rating=4.426886081695557)]"
38,101,"[Row(movieId=1237, rating=7.826719284057617), Row(movieId=89904, rating=7.355599880218506), Row(movieId=1251, rating=7.274713516235352), Row(movieId=6666, rating=6.944226264953613), Row(movieId=125, rating=6.930271148681641)]"
39,115,"[Row(movieId=2491, rating=8.770323753356934), Row(movieId=48322, rating=8.539899826049805), Row(movieId=1194, rating=8.193258285522461), Row(movieId=3083, rating=7.796107769012451), Row(movieId=50601, rating=7.651832103729248)]"
40,126,"[Row(movieId=194, rating=15.52536392211914), Row(movieId=31878, rating=15.207767486572266), Row(movieId=6952, rating=14.14566421508789), Row(movieId=7024, rating=13.913564682006836), Row(movieId=47629, rating=13.815853118896484)]"
41,81,"[Row(movieId=2290, rating=14.952474594116211), Row(movieId=1334, rating=10.949505805969238), Row(movieId=5450, rating=10.767990112304688), Row(movieId=135532, rating=9.995564460754395), Row(movieId=70159, rating=9.626993179321289)]"
42,385,"[Row(movieId=3200, rating=4.92479133605957), Row(movieId=945, rating=4.907422065734863), Row(movieId=3503, rating=4.8707756996154785), Row(movieId=1178, rating=4.723702907562256), Row(movieId=2843, rating=4.681364059448242)]"
43,210,"[Row(movieId=3594, rating=7.001381874084473), Row(movieId=1211, rating=6.568329334259033), Row(movieId=1255, rating=6.462368965148926), Row(movieId=1218, rating=6.313233375549316), Row(movieId=1177, rating=6.117366313934326)]"
44,183,"[Row(movieId=3477, rating=9.123568534851074), Row(movieId=3347, rating=8.094670295715332), Row(movieId=2290, rating=7.886898517608643), Row(movieId=82, rating=7.754576683044434), Row(movieId=7366, rating=7.711405277252197)]"
45,436,"[Row(movieId=3030, rating=7.257733345031738), Row(movieId=1683, rating=7.188287734985352), Row(movieId=3266, rating=6.629944324493408), Row(movieId=1260, rating=6.4151740074157715), Row(movieId=7700, rating=6.401063919067383)]"
46,28,"[Row(movieId=125, rating=5.266811370849609), Row(movieId=3503, rating=4.923362731933594), Row(movieId=157296, rating=4.790743827819824), Row(movieId=135887, rating=4.788121700286865), Row(movieId=7842, rating=4.777021408081055)]"
47,596,"[Row(movieId=3266, rating=5.143847465515137), Row(movieId=6283, rating=5.040671348571777), Row(movieId=103984, rating=4.9855780601501465), Row(movieId=3200, rating=4.975289344787598), Row(movieId=33649, rating=4.967879772186279)]"
48,497,"[Row(movieId=3925, rating=11.667022705078125), Row(movieId=80693, rating=11.145134925842285), Row(movieId=73266, rating=10.644667625427246), Row(movieId=2148, rating=10.344696998596191), Row(movieId=158872, rating=9.834084510803223)]"
49,300,"[Row(movieId=89904, rating=7.462911128997803), Row(movieId=1237, rating=7.201737880706787), Row(movieId=4248, rating=7.021123886108398), Row(movieId=7169, rating=6.923181533813477), Row(movieId=2261, rating=6.845129013061523)]"
50,412,"[Row(movieId=89904, rating=6.742588996887207), Row(movieId=3676, rating=6.707152366638184), Row(movieId=417, rating=6.670580863952637), Row(movieId=3040, rating=6.558956146240234), Row(movieId=2301, rating=6.188056945800781)]"
51,406,"[Row(movieId=134368, rating=7.605901718139648), Row(movieId=7169, rating=7.197285175323486), Row(movieId=3784, rating=7.192471027374268), Row(movieId=71057, rating=7.080062389373779), Row(movieId=932, rating=6.813632011413574)]"
52,587,"[Row(movieId=3477, rating=7.65476655960083), Row(movieId=1658, rating=6.978571891784668), Row(movieId=2867, rating=6.971329212188721), Row(movieId=2249, rating=6.753032207489014), Row(movieId=26133, rating=6.710483551025391)]"
53,76,"[Row(movieId=2290, rating=9.201210975646973), Row(movieId=901, rating=8.70842170715332), Row(movieId=7123, rating=8.480449676513672), Row(movieId=1379, rating=7.942265033721924), Row(movieId=55363, rating=7.614850997924805)]"
54,501,"[Row(movieId=2290, rating=10.60852336883545), Row(movieId=158783, rating=9.415781021118164), Row(movieId=86347, rating=8.935696601867676), Row(movieId=3844, rating=8.761716842651367), Row(movieId=3030, rating=8.65637493133545)]"
55,332,"[Row(movieId=3030, rating=5.031357765197754), Row(movieId=38388, rating=5.013668537139893), Row(movieId=2300, rating=4.857659339904785), Row(movieId=7008, rating=4.813320636749268), Row(movieId=1683, rating=4.810580730438232)]"
56,26,"[Row(movieId=73266, rating=7.839267253875732), Row(movieId=74946, rating=7.837174892425537), Row(movieId=25771, rating=7.587584495544434), Row(movieId=3917, rating=7.3958635330200195), Row(movieId=1658, rating=7.255641937255859)]"
57,27,"[Row(movieId=932, rating=6.895565986633301), Row(movieId=1892, rating=6.520286560058594), Row(movieId=3466, rating=6.498574256896973), Row(movieId=5103, rating=6.4794111251831055), Row(movieId=4649, rating=6.440432548522949)]"
58,577,"[Row(movieId=89904, rating=6.067333698272705), Row(movieId=2301, rating=5.945891857147217), Row(movieId=2208, rating=5.749154567718506), Row(movieId=7149, rating=5.631950378417969), Row(movieId=3503, rating=5.564513206481934)]"
59,384,"[Row(movieId=2290, rating=7.622302532196045), Row(movieId=3477, rating=7.364380359649658), Row(movieId=8796, rating=6.769756317138672), Row(movieId=7028, rating=6.509835720062256), Row(movieId=901, rating=6.267795085906982)]"
60,271,"[Row(movieId=50601, rating=5.253385543823242), Row(movieId=2936, rating=5.083886623382568), Row(movieId=6818, rating=5.0725531578063965), Row(movieId=1211, rating=5.055062294006348), Row(movieId=3083, rating=5.006961822509766)]"
61,192,"[Row(movieId=6686, rating=14.746185302734375), Row(movieId=5048, rating=14.024764060974121), Row(movieId=2709, rating=12.797704696655273), Row(movieId=48322, rating=12.717843055725098), Row(movieId=2518, rating=12.713907241821289)]"
62,44,"[Row(movieId=4450, rating=7.814748287200928), Row(movieId=45880, rating=7.522743225097656), Row(movieId=2843, rating=7.372798919677734), Row(movieId=3503, rating=7.253719806671143), Row(movieId=125, rating=6.918741226196289)]"
63,606,"[Row(movieId=125, rating=5.734732151031494), Row(movieId=1237, rating=5.684249401092529), Row(movieId=3503, rating=5.619951248168945), Row(movieId=106100, rating=5.490245819091797), Row(movieId=6666, rating=5.428084850311279)]"
64,159,"[Row(movieId=1014, rating=9.184225082397461), Row(movieId=122906, rating=8.704877853393555), Row(movieId=125, rating=8.222623825073242), Row(movieId=1963, rating=8.165677070617676), Row(movieId=3741, rating=8.11242961883545)]"
65,253,"[Row(movieId=89904, rating=6.769618511199951), Row(movieId=194, rating=6.557318210601807), Row(movieId=3543, rating=5.876523494720459), Row(movieId=2361, rating=5.859628677368164), Row(movieId=2360, rating=5.800260543823242)]"
66,460,"[Row(movieId=86377, rating=6.688456058502197), Row(movieId=133419, rating=6.157071113586426), Row(movieId=3200, rating=6.105976104736328), Row(movieId=1178, rating=5.973452091217041), Row(movieId=26133, rating=5.9294257164001465)]"
67,103,"[Row(movieId=34338, rating=5.708375930786133), Row(movieId=5666, rating=5.652221202850342), Row(movieId=58301, rating=5.564329147338867), Row(movieId=5747, rating=5.540111541748047), Row(movieId=26133, rating=5.491807460784912)]"
68,236,"[Row(movieId=1379, rating=9.373600959777832), Row(movieId=3441, rating=9.179769515991211), Row(movieId=55363, rating=8.684343338012695), Row(movieId=6952, rating=8.447505950927734), Row(movieId=7123, rating=8.159515380859375)]"
69,329,"[Row(movieId=49274, rating=16.86728286743164), Row(movieId=535, rating=15.192954063415527), Row(movieId=125, rating=14.987112998962402), Row(movieId=4158, rating=14.806116104125977), Row(movieId=4248, rating=13.421344757080078)]"
70,350,"[Row(movieId=932, rating=5.725163459777832), Row(movieId=26133, rating=5.3348822593688965), Row(movieId=3088, rating=5.271129131317139), Row(movieId=2249, rating=5.203627109527588), Row(movieId=86911, rating=5.1566853523254395)]"
71,12,"[Row(movieId=125, rating=11.915515899658203), Row(movieId=4450, rating=11.840486526489258), Row(movieId=102903, rating=11.063538551330566), Row(movieId=4248, rating=9.941317558288574), Row(movieId=232, rating=9.826550483703613)]"
72,336,"[Row(movieId=6818, rating=7.155295372009277), Row(movieId=3925, rating=7.063108921051025), Row(movieId=5650, rating=7.043578147888184), Row(movieId=58301, rating=7.009731769561768), Row(movieId=3088, rating=6.797126770019531)]"
73,223,"[Row(movieId=535, rating=8.436308860778809), Row(movieId=1251, rating=7.6821064949035645), Row(movieId=125, rating=7.4831767082214355), Row(movieId=1963, rating=7.077184200286865), Row(movieId=3741, rating=7.026844024658203)]"
74,602,"[Row(movieId=6380, rating=7.230861663818359), Row(movieId=3030, rating=7.08646297454834), Row(movieId=7842, rating=6.982560157775879), Row(movieId=905, rating=6.742700099945068), Row(movieId=38388, rating=6.727752208709717)]"
75,417,"[Row(movieId=26133, rating=6.48460578918457), Row(movieId=215, rating=6.350058078765869), Row(movieId=60756, rating=6.2546820640563965), Row(movieId=851, rating=6.232253074645996), Row(movieId=2239, rating=6.227053165435791)]"
76,388,"[Row(movieId=2867, rating=7.103908538818359), Row(movieId=839, rating=6.97982120513916), Row(movieId=4663, rating=6.790707111358643), Row(movieId=130634, rating=6.777159214019775), Row(movieId=80860, rating=6.721012592315674)]"
77,548,"[Row(movieId=47997, rating=9.70618724822998), Row(movieId=179819, rating=9.638608932495117), Row(movieId=169984, rating=9.632486343383789), Row(movieId=535, rating=9.430195808410645), Row(movieId=125, rating=9.267145156860352)]"
78,91,"[Row(movieId=1701, rating=6.006547927856445), Row(movieId=47997, rating=5.93048095703125), Row(movieId=928, rating=5.812313556671143), Row(movieId=2135, rating=5.582322120666504), Row(movieId=2672, rating=5.549399375915527)]"
79,578,"[Row(movieId=89904, rating=7.692191123962402), Row(movieId=2290, rating=7.440128326416016), Row(movieId=2318, rating=7.410991191864014), Row(movieId=7767, rating=7.112260818481445), Row(movieId=3503, rating=7.085389614105225)]"
80,409,"[Row(movieId=945, rating=5.605778694152832), Row(movieId=5291, rating=5.595714569091797), Row(movieId=522, rating=5.56754207611084), Row(movieId=48322, rating=5.560863494873047), Row(movieId=7008, rating=5.5572004318237305)]"
81,333,"[Row(movieId=73266, rating=7.635281562805176), Row(movieId=149352, rating=7.448190212249756), Row(movieId=931, rating=7.412459850311279), Row(movieId=6385, rating=7.338237285614014), Row(movieId=2976, rating=7.29450798034668)]"
82,601,"[Row(movieId=1147, rating=5.916980266571045), Row(movieId=51931, rating=5.882779598236084), Row(movieId=2843, rating=5.825700759887695), Row(movieId=3200, rating=5.804888725280762), Row(movieId=7387, rating=5.751626491546631)]"
83,222,"[Row(movieId=2301, rating=6.002729415893555), Row(movieId=89904, rating=5.896130084991455), Row(movieId=7149, rating=5.373461723327637), Row(movieId=1379, rating=5.337587356567383), Row(movieId=158783, rating=5.252321243286133)]"
84,285,"[Row(movieId=4450, rating=12.390243530273438), Row(movieId=1924, rating=10.571517944335938), Row(movieId=3155, rating=10.160360336303711), Row(movieId=2843, rating=10.155622482299805), Row(movieId=232, rating=10.084515571594238)]"
85,330,"[Row(movieId=4799, rating=6.901679039001465), Row(movieId=158872, rating=6.615841865539551), Row(movieId=58301, rating=6.348650932312012), Row(movieId=2261, rating=6.334414005279541), Row(movieId=2843, rating=6.305530548095703)]"
86,22,"[Row(movieId=158872, rating=10.266172409057617), Row(movieId=2290, rating=8.674032211303711), Row(movieId=4941, rating=8.603812217712402), Row(movieId=158783, rating=8.58466911315918), Row(movieId=71520, rating=8.491913795471191)]"
87,372,"[Row(movieId=2290, rating=7.004022121429443), Row(movieId=3477, rating=6.673025608062744), Row(movieId=3347, rating=6.190408706665039), Row(movieId=932, rating=5.674867630004883), Row(movieId=27611, rating=5.642071723937988)]"
88,604,"[Row(movieId=7008, rating=7.071776866912842), Row(movieId=101, rating=6.919086933135986), Row(movieId=417, rating=6.8055291175842285), Row(movieId=58301, rating=6.662494659423828), Row(movieId=4144, rating=6.5784687995910645)]"
89,128,"[Row(movieId=47997, rating=8.519837379455566), Row(movieId=3503, rating=8.173558235168457), Row(movieId=2290, rating=7.5230817794799805), Row(movieId=535, rating=6.933341979980469), Row(movieId=3273, rating=6.929266452789307)]"
90,209,"[Row(movieId=1237, rating=8.379384994506836), Row(movieId=1251, rating=8.071253776550293), Row(movieId=89904, rating=8.057796478271484), Row(movieId=1464, rating=7.896597385406494), Row(movieId=5992, rating=7.694720268249512)]"
91,230,"[Row(movieId=6550, rating=6.536860942840576), Row(movieId=1379, rating=6.4458489418029785), Row(movieId=2672, rating=6.349150657653809), Row(movieId=1701, rating=6.319046497344971), Row(movieId=6155, rating=6.091686248779297)]"
92,122,"[Row(movieId=3503, rating=5.9717631340026855), Row(movieId=5747, rating=5.892210483551025), Row(movieId=3200, rating=5.733508110046387), Row(movieId=26133, rating=5.713850498199463), Row(movieId=2239, rating=5.689326763153076)]"
93,493,"[Row(movieId=2072, rating=8.651361465454102), Row(movieId=3099, rating=8.020140647888184), Row(movieId=1965, rating=8.002116203308105), Row(movieId=42418, rating=7.8826775550842285), Row(movieId=1379, rating=7.8235015869140625)]"
94,319,"[Row(movieId=5577, rating=7.064484119415283), Row(movieId=89904, rating=7.016009330749512), Row(movieId=7235, rating=6.899940013885498), Row(movieId=42723, rating=6.77623987197876), Row(movieId=53, rating=6.679073810577393)]"
95,190,"[Row(movieId=7169, rating=6.9796142578125), Row(movieId=3503, rating=6.934780597686768), Row(movieId=125, rating=6.767177581787109), Row(movieId=4334, rating=6.327777862548828), Row(movieId=38388, rating=6.255666732788086)]"
96,232,"[Row(movieId=26133, rating=5.241633892059326), Row(movieId=104879, rating=5.1693878173828125), Row(movieId=7387, rating=4.975268840789795), Row(movieId=8966, rating=4.9196953773498535), Row(movieId=68073, rating=4.8576979637146)]"
97,93,"[Row(movieId=48322, rating=7.1142401695251465), Row(movieId=103984, rating=6.821582317352295), Row(movieId=3200, rating=6.6742377281188965), Row(movieId=25771, rating=6.353707313537598), Row(movieId=6818, rating=6.206933498382568)]"
98,233,"[Row(movieId=3503, rating=4.825496673583984), Row(movieId=3594, rating=4.7603020668029785), Row(movieId=3019, rating=4.759480953216553), Row(movieId=56145, rating=4.730691909790039), Row(movieId=7139, rating=4.712944030761719)]"
99,225,"[Row(movieId=3477, rating=8.093149185180664), Row(movieId=27611, rating=7.607684135437012), Row(movieId=2249, rating=7.232659339904785), Row(movieId=76, rating=7.105947494506836), Row(movieId=71530, rating=7.017000198364258)]"
100,157,"[Row(movieId=932, rating=12.144472122192383), Row(movieId=7063, rating=11.175241470336914), Row(movieId=2772, rating=11.039664268493652), Row(movieId=3972, rating=11.038908004760742), Row(movieId=46965, rating=10.799840927124023)]"
101,360,"[Row(movieId=125, rating=11.224846839904785), Row(movieId=27822, rating=9.407625198364258), Row(movieId=535, rating=9.050620079040527), Row(movieId=27611, rating=8.996347427368164), Row(movieId=61350, rating=8.84969711303711)]"
102,246,"[Row(movieId=1255, rating=6.020194053649902), Row(movieId=3200, rating=5.943465709686279), Row(movieId=1218, rating=5.909350872039795), Row(movieId=928, rating=5.835050106048584), Row(movieId=3503, rating=5.724229335784912)]"
103,346,"[Row(movieId=4144, rating=5.0822224617004395), Row(movieId=101, rating=5.027886390686035), Row(movieId=3152, rating=4.952115058898926), Row(movieId=7008, rating=4.903620719909668), Row(movieId=5747, rating=4.863992214202881)]"
104,476,"[Row(movieId=86377, rating=6.886570930480957), Row(movieId=914, rating=6.217012882232666), Row(movieId=1178, rating=6.097734451293945), Row(movieId=8370, rating=6.0845561027526855), Row(movieId=3266, rating=6.074794292449951)]"
105,367,"[Row(movieId=932, rating=6.606435775756836), Row(movieId=2130, rating=6.414909362792969), Row(movieId=69524, rating=6.383842945098877), Row(movieId=86377, rating=6.248239040374756), Row(movieId=3972, rating=6.216426372528076)]"
106,539,"[Row(movieId=2261, rating=8.350336074829102), Row(movieId=7169, rating=8.302633285522461), Row(movieId=3385, rating=7.792601108551025), Row(movieId=38388, rating=7.675396919250488), Row(movieId=3812, rating=7.5321807861328125)]"
107,599,"[Row(movieId=86377, rating=4.904827117919922), Row(movieId=31878, rating=4.9031572341918945), Row(movieId=3030, rating=4.820506572723389), Row(movieId=1178, rating=4.697727203369141), Row(movieId=47629, rating=4.671725749969482)]"
108,111,"[Row(movieId=3477, rating=5.797472953796387), Row(movieId=27611, rating=5.694146633148193), Row(movieId=2491, rating=5.449962615966797), Row(movieId=2249, rating=5.437841415405273), Row(movieId=1658, rating=5.398723602294922)]"
109,224,"[Row(movieId=2772, rating=9.913349151611328), Row(movieId=86377, rating=9.219101905822754), Row(movieId=8965, rating=8.90949821472168), Row(movieId=46948, rating=8.806114196777344), Row(movieId=2130, rating=8.66906452178955)]"
110,519,"[Row(movieId=1256, rating=10.302078247070312), Row(movieId=86377, rating=9.824377059936523), Row(movieId=3030, rating=9.79682445526123), Row(movieId=47629, rating=9.548291206359863), Row(movieId=4815, rating=9.209096908569336)]"
111,47,"[Row(movieId=7842, rating=5.431906700134277), Row(movieId=3503, rating=5.389573574066162), Row(movieId=112804, rating=5.366232872009277), Row(movieId=157296, rating=5.35076904296875), Row(movieId=2290, rating=5.3096604347229)]"
112,140,"[Row(movieId=3503, rating=6.308753967285156), Row(movieId=39444, rating=5.698179244995117), Row(movieId=534, rating=5.637658596038818), Row(movieId=950, rating=5.588164329528809), Row(movieId=5135, rating=5.4300312995910645)]"
113,416,"[Row(movieId=446, rating=8.4454345703125), Row(movieId=4002, rating=7.994170665740967), Row(movieId=3676, rating=7.729130268096924), Row(movieId=112183, rating=7.690980911254883), Row(movieId=1260, rating=7.638339042663574)]"
114,556,"[Row(movieId=58301, rating=7.28489351272583), Row(movieId=48322, rating=7.126842975616455), Row(movieId=3266, rating=7.10990047454834), Row(movieId=1359, rating=7.088312149047852), Row(movieId=1194, rating=7.0459980964660645)]"
115,177,"[Row(movieId=7018, rating=5.517189025878906), Row(movieId=53, rating=5.2393903732299805), Row(movieId=69069, rating=5.230249404907227), Row(movieId=93008, rating=5.204161643981934), Row(movieId=25906, rating=5.204161643981934)]"
116,132,"[Row(movieId=1237, rating=4.589343070983887), Row(movieId=26133, rating=4.476283550262451), Row(movieId=55290, rating=4.4272356033325195), Row(movieId=4649, rating=4.314817905426025), Row(movieId=2130, rating=4.285996913909912)]"
117,152,"[Row(movieId=2261, rating=6.662356376647949), Row(movieId=3385, rating=6.106101036071777), Row(movieId=7169, rating=5.962133884429932), Row(movieId=2021, rating=5.818610191345215), Row(movieId=125, rating=5.801398754119873)]"
118,444,"[Row(movieId=3030, rating=9.497861862182617), Row(movieId=6993, rating=8.65026569366455), Row(movieId=4642, rating=8.485218048095703), Row(movieId=1952, rating=8.400568962097168), Row(movieId=103341, rating=8.311296463012695)]"
119,353,"[Row(movieId=1683, rating=6.449863910675049), Row(movieId=7008, rating=6.164208889007568), Row(movieId=101, rating=6.1478962898254395), Row(movieId=8796, rating=6.142014026641846), Row(movieId=5747, rating=6.140791893005371)]"
120,185,"[Row(movieId=86911, rating=6.508410453796387), Row(movieId=1464, rating=6.356838703155518), Row(movieId=8370, rating=6.04597282409668), Row(movieId=26133, rating=6.012385845184326), Row(movieId=86377, rating=5.908532619476318)]"
121,305,"[Row(movieId=2672, rating=6.1805620193481445), Row(movieId=7247, rating=5.866880416870117), Row(movieId=3083, rating=5.7812724113464355), Row(movieId=50601, rating=5.654608726501465), Row(movieId=27611, rating=5.56911563873291)]"
